,Achievements,Appearence.and.gestures,Assertiveness,Borrowed.stuff,Changing.the.past,Charity,Cheating.in.school,Children,Compassion.to.animals,Criminal.damage,Daily.events,Decision.making,Dreams,Eating.to.survive,Elections,Empathy,Energy.levels,Fake,Final.judgement,Finding.lost.valuables,Friends.versus.money,Funniness,Getting.angry,Getting.up,Giving,God,Happiness.in.life,Health,Hypochondria,Interests.or.hobbies,Judgment.calls,Keeping.promises,Knowing.the.right.people,Life.struggles,Loneliness,Loss.of.interest,Mood.swings,New.environment,Number.of.friends,Parents..advice,Personality,Prioritising.workload,Public.speaking,Questionnaires.or.polls,Reliability,Responding.to.a.serious.letter,Self.criticism,Small...big.dogs,Socializing,Thinking.ahead,Unpopularity,Waiting,Workaholism,Writing.notes
820,3.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0
821,1.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0
834,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0
835,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0
836,3.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0
837,4.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0
838,4.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0
839,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0
849,2.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0
852,3.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0
853,3.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0
857,3.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0
861,4.0,3.0,5.0,4.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0
863,4.0,4.0,5.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,1.0
880,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0
885,3.0,4.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0
886,2.0,4.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0
887,1.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0
890,4.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0
893,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0
897,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0
900,5.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0
904,5.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0
906,2.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0
946,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0
956,3.0,3.0,5.0,5.0,2.0,1.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,1.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0
961,3.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0
964,4.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0
967,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0
969,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0
981,3.0,4.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0
991,2.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0
